year,team,rank,rating,w:l:sched:10:30,golden mean,predictor,elo score
2015,Tennessee Tech,203, 37.93,   4   7   48.67( 165)    0   0  ,  37.23  204 ,  38.24  202 ,  38.62  200
2015,Hampton,204, 37.84,   6   5   34.94( 228)    0   0  ,  39.31  194 ,  36.83  205 ,  36.27  207
2015,Tennessee State,205, 37.47,   4   6   38.72( 219)    0   0  ,  37.21  205 ,  37.70  203 ,  37.73  204
2015,San Diego,206, 36.43,   9   2   22.96( 253)    0   0  ,  35.67  212 ,  36.59  207 ,  37.17  205
2015,Dayton,207, 35.83,  10   2   29.03( 242)    0   0  ,  33.70  219 ,  36.66  206 ,  37.77  203
2015,Abilene Christian,208, 35.59,   3   8   44.12( 188)    0   0  ,  35.86  210 ,  35.46  210 ,  35.31  210
2015,Sacred Heart,209, 35.36,   6   5   32.34( 233)    0   0  ,  35.94  208 ,  34.98  215 ,  34.75  214
2015,Sacramento State,210, 35.17,   2   9   50.03( 153)    0   0  ,  35.13  215 ,  34.98  214 ,  35.20  211
2015,Incarnate Word,211, 35.17,   6   5   41.17( 205)    0   0  ,  34.68  217 ,  35.35  211 ,  35.64  209
2015,Bucknell,212, 35.03,   4   7   38.81( 218)    0   0  ,  35.94  209 ,  35.23  212 ,  34.07  217
2015,Jacksonville,213, 34.96,   9   2   24.27( 252)    0   0  ,  33.57  220 ,  35.53  209 ,  36.25  208
2015,VMI,214, 34.91,   2   9   48.98( 161)    0   0  ,  36.28  206 ,  34.36  217 ,  33.43  220
2015,Georgetown,215, 34.89,   4   7   42.61( 199)    0   0  ,  35.25  214 ,  35.08  213 ,  34.53  215
2015,Southern U.,216, 34.83,   6   5   31.36( 237)    0   0  ,  35.58  213 ,  34.71  216 ,  34.06  218
2015,Albany-NY,217, 34.78,   3   8   47.21( 172)    0   0  ,  34.42  218 ,  35.61  208 ,  35.14  213
2015,Presbyterian College,218, 34.65,   2   9   45.65( 179)    0   0  ,  36.02  207 ,  33.85  219 ,  33.18  221
2015,Idaho State,219, 33.49,   2   9   53.15( 140)    0   0  ,  31.63  222 ,  34.25  218 ,  35.18  212
2015,Columbia,220, 32.93,   2   8   43.68( 191)    0   0  ,  35.82  211 ,  31.46  222 ,  29.49  226
2015,Norfolk State,221, 32.30,   4   7   42.69( 198)    0   0  ,  30.97  225 ,  32.44  220 ,  33.53  219
2015,Gardner-Webb,222, 32.17,   4   7   42.93( 196)    0   0  ,  31.62  223 ,  32.35  221 ,  32.70  222
2015,Kennesaw State,223, 31.78,   6   5   40.48( 209)    0   0  ,  34.82  216 ,  29.95  227 ,  28.10  231
2015,Rhode Island,224, 31.41,   1  10   48.46( 167)    0   0  ,  32.19  221 ,  31.00  224 ,  30.59  224
2015,Morgan State,225, 31.30,   5   6   34.61( 229)    0   0  ,  31.54  224 ,  31.39  223 ,  31.05  223
2015,Missouri State,226, 30.59,   1  10   63.86(  85)    0   0  ,  25.50  235 ,  30.67  225 ,  34.46  216
2015,Nicholls State,227, 29.91,   3   8   45.79( 177)    0   0  ,  29.87  227 ,  29.63  228 ,  29.95  225
2015,Central Connecticut,228, 29.69,   4   7   40.04( 212)    0   0  ,  30.23  226 ,  30.06  226 ,  29.13  228
2015,Morehead State,229, 28.42,   7   4   28.49( 245)    0   0  ,  27.98  231 ,  28.05  230 ,  28.84  229
2015,Alabama State,230, 28.36,   6   5   28.22( 247)    0   0  ,  27.15  234 ,  28.33  229 ,  29.48  227
2015,Drake,231, 28.07,   5   6   31.38( 236)    0   0  ,  27.56  232 ,  27.47  231 ,  28.56  230
2015,Marist,232, 27.89,   5   6   29.03( 243)    0   0  ,  28.60  229 ,  27.11  232 ,  27.14  232
2015,Cornell,233, 27.46,   1   9   44.45( 186)    0   0  ,  28.62  228 ,  26.53  233 ,  26.20  233
2015,Robert Morris,234, 26.78,   4   7   37.61( 224)    0   0  ,  28.01  230 ,  25.88  234 ,  25.44  235
2015,Campbell,235, 25.26,   5   6   26.25( 251)    0   0  ,  27.24  233 ,  24.03  237 ,  22.94  238
2015,Butler,236, 24.66,   6   5   28.21( 248)    0   0  ,  25.30  236 ,  24.20  236 ,  24.00  237
2015,Lafayette,237, 24.51,   1  10   43.20( 194)    0   0  ,  22.65  238 ,  25.05  235 ,  26.14  234
2015,Austin Peay,238, 23.30,   0  11   49.99( 154)    0   0  ,  24.44  237 ,  22.92  238 ,  22.04  241
2015,Wagner,239, 22.82,   1  10   38.59( 221)    0   0  ,  21.46  241 ,  22.65  239 ,  24.04  236
2015,Jackson State,240, 22.75,   3   8   31.33( 238)    0   0  ,  22.61  239 ,  22.53  240 ,  22.88  239
2015,Florida A&amp;M,241, 21.80,   1  10   40.73( 208)    0   0  ,  22.18  240 ,  21.42  242 ,  21.40  243
2015,Alabama A&amp;M,242, 21.65,   3   8   34.11( 231)    0   0  ,  21.16  243 ,  21.54  241 ,  22.13  240
2015,Howard,243, 21.49,   1  10   39.79( 214)    0   0  ,  21.16  242 ,  21.29  243 ,  21.81  242
2015,Delaware State,244, 17.39,   1  10   39.84( 213)    0   0  ,  17.54  244 ,  17.11  244 ,  17.24  245
2015,East Tennessee State,245, 15.59,   2   9   41.11( 206)    0   0  ,   9.26  249 ,  15.35  246 ,  19.43  244
2015,Texas Southern,246, 15.10,   3   7   28.58( 244)    0   0  ,  14.21  245 ,  15.35  245 ,  15.91  246
2015,Savannah State,247, 14.02,   1   9   39.06( 217)    0   0  ,  13.75  246 ,  14.09  247 ,  14.27  247
2015,Houston Baptist,248, 12.33,   2   9   40.27( 210)    0   0  ,  11.97  247 ,  12.01  248 ,  12.68  249
2015,Ark.-Pine Bluff,249, 12.15,   2   9   30.16( 240)    0   0  ,  11.55  248 ,  11.81  249 ,  12.72  248
2015,Stetson,250, 10.12,   3   8   28.45( 246)    0   0  ,   9.24  250 ,   9.85  250 ,  10.92  250
2015,Miss. Valley State,251,  8.65,   1  10   34.13( 230)    0   0  ,   8.34  251 ,   8.53  251 ,   8.95  251
2015,Valparaiso,252,  5.28,   2   9   29.44( 241)    0   0  ,   4.24  252 ,   5.27  252 ,   6.21  252
2015,Davidson,253,  4.22,   2   9   27.63( 249)    0   0  ,   3.06  253 ,   3.85  253 ,   5.24  253
2014,Ohio State,1,100.81,  14   1   74.34(  29)    3   0  ,  98.95    2 ,  99.10    2 , 113.29    1
2014,TCU,2, 99.61,  12   1   71.79(  51)    1   1  , 100.02    1 , 100.37    1 ,  96.77    5
2014,Alabama,3, 97.42,  12   2   81.31(   2)    2   2  ,  95.87    4 ,  97.50    3 ,  98.37    3
2014,Oregon,4, 95.71,  13   2   75.09(  20)    1   1  ,  93.66    6 ,  94.68    5 , 101.98    2
2014,Georgia,5, 95.17,  10   3   77.86(   8)    1   0  ,  97.73    3 ,  96.15    4 ,  90.31    7
2014,Michigan State,6, 93.49,  11   2   72.12(  49)    1   2  ,  92.67    7 ,  92.35    6 ,  97.02    4
2014,Baylor,7, 90.62,  11   2   70.46(  59)    1   1  ,  90.46    9 ,  90.97    7 ,  89.03    9
2014,Mississippi,8, 89.94,   9   4   80.83(   3)    2   2  ,  93.76    5 ,  88.94   11 ,  87.52   12
2014,Mississippi State,9, 89.32,  10   3   75.99(  17)    1   2  ,  91.50    8 ,  89.09   10 ,  86.61   15
2014,Arkansas,10, 88.64,   7   6   80.50(   4)    1   3  ,  90.26   10 ,  90.58    8 ,  82.91   25
2014,Auburn,11, 88.56,   8   5   82.98(   1)    2   3  ,  89.64   11 ,  89.45    9 ,  84.78   20
2014,Georgia Tech,12, 87.25,  11   3   74.42(  28)    2   0  ,  85.05   14 ,  87.33   13 ,  89.24    8
2014,Clemson,13, 86.98,  10   3   72.14(  48)    0   1  ,  83.57   17 ,  88.56   12 ,  87.39   13
2014,LSU,14, 85.69,   8   5   80.32(   5)    1   3  ,  86.86   12 ,  86.40   14 ,  82.08   27
2014,Missouri,15, 85.19,  11   3   77.26(  10)    1   2  ,  86.38   13 ,  83.10   19 ,  88.54   11
2014,Florida State,16, 84.48,  13   1   75.08(  21)    0   1  ,  82.37   22 ,  82.54   22 ,  94.75    6
2014,Kansas State,17, 84.44,   9   4   73.74(  34)    0   2  ,  83.06   18 ,  85.89   15 ,  82.15   26
2014,Stanford,18, 84.34,   8   5   74.44(  27)    0   1  ,  84.89   15 ,  84.68   16 ,  81.99   28
2014,UCLA,19, 84.29,  10   3   78.27(   7)    0   1  ,  82.20   24 ,  83.44   18 ,  89.03   10
2014,Wisconsin,20, 83.89,  11   3   71.56(  54)    0   1  ,  82.72   19 ,  82.87   20 ,  87.36   14
2014,Southern California,21, 83.86,   9   4   74.79(  24)    0   0  ,  82.62   20 ,  84.00   17 ,  84.13   22
2014,Texas A&amp;M,22, 83.11,   8   5   78.98(   6)    1   3  ,  84.13   16 ,  82.25   24 ,  82.94   23
2014,Marshall,23, 82.42,  13   1   59.10( 124)    0   0  ,  81.11   28 ,  81.90   26 ,  84.53   21
2014,Utah,24, 82.39,   9   4   73.70(  36)    0   1  ,  82.25   23 ,  81.05   29 ,  85.15   19
2014,Arizona State,25, 81.74,  10   3   73.02(  42)    0   0  ,  80.57   29 ,  80.72   30 ,  85.16   18
2014,Florida,26, 81.62,   7   5   76.07(  16)    1   1  ,  81.11   27 ,  82.46   23 ,  79.44   32
2014,Tennessee,27, 81.50,   7   6   77.64(   9)    0   3  ,  82.60   21 ,  81.94   25 ,  78.41   34
2014,Oklahoma,28, 81.48,   8   5   75.15(  19)    0   2  ,  81.32   26 ,  82.65   21 ,  78.29   35
2014,Nebraska,29, 81.02,   9   4   70.08(  61)    0   1  ,  81.61   25 ,  81.27   27 ,  78.77   33
2014,Louisville,30, 80.56,   9   4   72.51(  45)    0   1  ,  79.27   31 ,  81.18   28 ,  79.78   31
2014,Notre Dame,31, 79.78,   8   5   73.88(  33)    0   0  ,  78.68   32 ,  79.65   32 ,  80.51   29
2014,North Dakota State,32, 79.73,  15   1   59.98( 112)    0   0  ,  78.59   33 ,  77.86   34 ,  86.22   16
2014,West Virginia,33, 78.81,   7   6   76.39(  12)    1   2  ,  77.54   36 ,  80.32   31 ,  76.20   40
2014,Louisiana Tech,34, 77.69,   9   5   65.25(  71)    0   0  ,  79.58   30 ,  77.96   33 ,  74.09   46
2014,South Carolina,35, 77.61,   7   6   76.34(  13)    1   0  ,  78.06   34 ,  77.66   35 ,  75.95   41
2014,Boise State,36, 77.33,  12   2   64.81(  74)    0   1  ,  74.13   46 ,  76.17   40 ,  85.36   17
2014,Arizona,37, 77.17,  10   4   73.92(  32)    1   1  ,  73.85   48 ,  76.66   37 ,  82.91   24
2014,Minnesota,38, 76.35,   8   5   72.71(  43)    0   2  ,  74.58   43 ,  76.49   39 ,  77.38   36
2014,Memphis,39, 76.15,  10   3   59.46( 120)    0   1  ,  76.57   37 ,  75.30   43 ,  76.64   39
2014,Virginia Tech,40, 75.24,   7   6   71.04(  55)    1   0  ,  78.05   35 ,  76.62   38 ,  68.77   68
2014,Illinois State,41, 75.14,  13   2   60.19( 111)    0   0  ,  73.65   49 ,  73.72   47 ,  80.20   30
2014,Miami-Florida,42, 74.94,   6   7   73.72(  35)    0   0  ,  75.60   41 ,  76.92   36 ,  69.33   64
2014,Duke,43, 74.94,   9   4   64.99(  72)    0   0  ,  76.01   40 ,  75.98   41 ,  70.59   55
2014,Boston College,44, 74.34,   7   6   70.58(  57)    0   0  ,  75.28   42 ,  75.45   42 ,  70.01   58
2014,Washington,45, 74.07,   8   6   70.55(  58)    0   1  ,  73.03   51 ,  74.76   44 ,  72.81   49
2014,Penn State,46, 73.73,   7   6   70.00(  62)    0   2  ,  76.24   38 ,  73.09   49 ,  71.36   53
2014,Iowa,47, 73.24,   7   6   70.42(  60)    0   0  ,  74.55   44 ,  73.54   48 ,  70.10   56
2014,NC State,48, 73.16,   8   5   69.13(  63)    0   0  ,  72.01   57 ,  72.63   53 ,  75.00   43
2014,Kentucky,49, 73.14,   5   7   76.45(  11)    0   2  ,  76.04   39 ,  72.93   50 ,  69.47   61
2014,Maryland,50, 72.75,   7   6   74.14(  30)    0   2  ,  72.21   54 ,  72.23   54 ,  73.71   47
2014,Virginia,51, 72.69,   5   7   73.56(  39)    0   0  ,  73.33   50 ,  74.31   45 ,  67.67   73
2014,Utah State,52, 72.65,  10   4   62.37(  95)    0   0  ,  72.19   55 ,  71.77   56 ,  74.43   45
2014,Texas,53, 72.42,   6   7   76.25(  14)    0   3  ,  71.54   58 ,  72.67   51 ,  71.93   52
2014,Oklahoma State,54, 72.41,   7   6   73.61(  37)    0   2  ,  72.68   52 ,  71.00   60 ,  74.60   44
2014,Northern Iowa,55, 72.15,   9   5   61.16( 106)    0   0  ,  72.16   56 ,  72.64   52 ,  70.04   57
2014,BYU,56, 71.61,   8   5   65.75(  69)    0   0  ,  71.42   59 ,  72.12   55 ,  69.67   59
2014,Cincinnati,57, 71.56,   9   4   63.65(  83)    0   1  ,  74.06   47 ,  71.75   57 ,  67.40   75
2014,Central Florida(UCF),58, 71.22,   9   4   60.60( 110)    0   0  ,  74.13   45 ,  70.53   61 ,  68.51   70
2014,California,59, 71.16,   5   7   73.57(  38)    0   1  ,  72.50   53 ,  71.16   58 ,  68.56   69
2014,Michigan,60, 70.86,   5   7   73.56(  40)    0   2  ,  70.99   61 ,  71.15   59 ,  69.06   65
2014,Pittsburgh,61, 70.84,   6   7   68.83(  64)    0   0  ,  71.05   60 ,  74.02   46 ,  63.44   88
2014,Rutgers,62, 70.72,   8   5   71.71(  52)    0   2  ,  70.31   64 ,  68.39   66 ,  76.72   38
2014,Georgia Southern,63, 69.55,   9   3   55.36( 141)    0   0  ,  69.57   65 ,  69.70   64 ,  68.17   71
2014,East Carolina,64, 69.46,   8   5   61.29( 105)    0   0  ,  70.87   62 ,  70.31   62 ,  65.03   81
2014,Colorado State,65, 69.39,  10   3   62.06( 101)    0   0  ,  67.47   72 ,  67.92   69 ,  75.07   42
2014,Northwestern,66, 69.34,   5   7   71.70(  53)    0   0  ,  69.21   69 ,  70.02   63 ,  66.98   77
2014,South Dakota State,67, 69.09,   9   5   63.65(  82)    0   0  ,  69.22   68 ,  67.43   73 ,  72.09   51
2014,Coastal Carolina,68, 68.49,  12   2   48.48( 180)    0   0  ,  69.28   66 ,  67.27   74 ,  69.46   62
2014,Rice,69, 68.35,   8   5   64.15(  77)    0   0  ,  67.95   71 ,  67.88   70 ,  68.99   67
2014,Chattanooga,70, 68.33,  10   4   53.34( 147)    0   0  ,  69.23   67 ,  69.31   65 ,  64.14   87
2014,Navy,71, 68.20,   8   5   63.97(  80)    0   1  ,  67.29   74 ,  67.76   71 ,  69.41   63
2014,Northern Illinois,72, 68.15,  11   3   59.13( 122)    0   1  ,  66.12   83 ,  67.15   75 ,  72.50   50
2014,Toledo,73, 68.05,   9   4   61.48( 104)    0   0  ,  66.45   81 ,  68.10   68 ,  69.01   66
2014,Houston,74, 67.88,   8   5   57.75( 134)    0   0  ,  70.55   63 ,  68.16   67 ,  63.27   89
2014,Air Force,75, 67.74,  10   3   59.50( 118)    0   0  ,  67.27   75 ,  65.50   86 ,  73.37   48
2014,New Hampshire,76, 67.58,  12   2   50.27( 171)    0   0  ,  67.29   73 ,  65.93   82 ,  71.13   54
2014,North Carolina,77, 67.57,   6   7   73.97(  31)    0   0  ,  66.92   77 ,  67.53   72 ,  67.48   74
2014,Louisiana-Lafayette,78, 66.74,   9   4   58.99( 126)    0   1  ,  66.92   78 ,  65.78   83 ,  67.81   72
2014,Texas Tech,79, 66.49,   4   8   75.06(  22)    0   3  ,  67.12   76 ,  66.56   77 ,  64.58   84
2014,Western Kentucky,80, 66.27,   8   5   62.29(  96)    0   0  ,  64.74   86 ,  66.40   78 ,  66.92   78
2014,Washington State,81, 65.86,   3   9   75.01(  23)    0   1  ,  66.41   82 ,  66.66   76 ,  62.43   92
2014,Oregon State,82, 65.71,   5   7   72.19(  47)    0   1  ,  64.63   87 ,  66.19   81 ,  64.93   83
2014,Illinois,83, 65.61,   6   7   72.57(  44)    0   1  ,  64.80   85 ,  64.99   88 ,  67.15   76
2014,UAB,84, 65.40,   6   6   62.93(  92)    0   2  ,  66.51   80 ,  66.29   80 ,  61.10   99
2014,Jacksonville State,85, 65.35,  10   2   50.17( 172)    0   1  ,  64.59   89 ,  64.86   89 ,  66.48   80
2014,Arkansas State,86, 65.13,   7   6   59.73( 115)    0   0  ,  67.97   70 ,  66.37   79 ,  58.19  113
2014,Temple,87, 65.02,   6   6   62.57(  94)    0   0  ,  66.74   79 ,  65.51   85 ,  60.86  100
2014,Western Michigan,88, 64.87,   8   5   58.65( 129)    0   0  ,  64.48   90 ,  65.78   84 ,  62.29   95
2014,Indiana,89, 64.24,   4   8   72.21(  46)    0   2  ,  63.45   93 ,  65.15   87 ,  62.15   96
2014,Nevada,90, 64.18,   7   6   63.34(  88)    0   0  ,  65.12   84 ,  63.14   97 ,  64.47   85
2014,San Diego State,91, 64.10,   7   6   59.48( 119)    0   0  ,  64.60   88 ,  64.62   90 ,  61.32   98
2014,Indiana State,92, 63.91,   8   6   63.32(  91)    0   0  ,  64.34   91 ,  62.81   99 ,  64.97   82
2014,Eastern Washington,93, 63.51,  11   3   51.35( 165)    0   0  ,  61.79  102 ,  62.71  100 ,  66.71   79
2014,Sam Houston State,94, 63.43,  11   5   54.76( 142)    0   0  ,  62.75   97 ,  61.00  104 ,  69.64   60
2014,Harvard,95, 63.03,  10   0   38.72( 227)    0   0  ,  59.90  109 ,  59.53  109 ,  77.34   37
2014,Villanova,96, 62.94,  11   3   49.30( 174)    0   0  ,  61.37  105 ,  62.82   98 ,  64.21   86
2014,Syracuse,97, 62.93,   3   9   73.06(  41)    0   0  ,  61.07  106 ,  64.57   91 ,  60.52  102
2014,Colorado,98, 62.38,   2  10   74.49(  26)    0   1  ,  62.61   98 ,  64.28   92 ,  56.82  119
2014,Purdue,99, 62.30,   3   9   71.96(  50)    0   1  ,  62.01  101 ,  63.56   94 ,  58.77  109
2014,SE Louisiana,100, 62.29,   9   4   45.57( 196)    0   0  ,  64.21   92 ,  63.61   93 ,  56.02  125
2014,Central Michigan,101, 62.09,   7   6   59.90( 114)    0   0  ,  63.29   95 ,  62.43  101 ,  58.82  108
2014,Appalachian State,102, 61.93,   7   5   55.70( 139)    0   0  ,  63.18   96 ,  63.15   96 ,  56.65  121
2014,Liberty,103, 61.66,   9   5   55.60( 140)    0   0  ,  62.45   99 ,  60.54  105 ,  62.32   94
2014,UTEP,104, 61.43,   7   6   62.24(  98)    0   0  ,  60.35  107 ,  61.20  103 ,  62.36   93
2014,Iowa State,105, 61.42,   2  10   76.19(  15)    0   2  ,  61.56  104 ,  61.91  102 ,  59.12  107
2014,Samford,106, 61.34,   7   4   56.64( 135)    0   1  ,  63.37   94 ,  63.39   95 ,  53.29  136
2014,Middle Tennessee,107, 60.89,   6   6   63.34(  89)    0   0  ,  60.22  108 ,  60.45  107 ,  61.75   97
2014,Southern Illinois,108, 60.65,   6   6   61.76( 103)    0   0  ,  61.78  103 ,  60.48  106 ,  58.65  110
2014,Fordham,109, 60.32,  11   3   43.07( 211)    0   0  ,  62.17  100 ,  58.95  112 ,  60.26  103
2014,Youngstown State,110, 60.15,   7   5   57.80( 133)    0   0  ,  58.42  113 ,  59.65  108 ,  62.53   91
2014,Fresno State,111, 59.02,   6   8   64.91(  73)    0   0  ,  59.29  112 ,  58.16  117 ,  59.68  105
2014,Texas State,112, 58.90,   7   5   55.73( 137)    0   0  ,  59.64  110 ,  59.18  110 ,  56.29  124
2014,Missouri State,113, 58.60,   4   8   63.51(  85)    0   0  ,  59.63  111 ,  58.89  113 ,  55.62  126
2014,Idaho State,114, 58.53,   8   4   51.78( 157)    0   0  ,  58.33  115 ,  58.62  115 ,  57.55  115
2014,Kansas,115, 58.32,   3   9   74.77(  25)    0   2  ,  56.82  121 ,  58.63  114 ,  58.43  112
2014,Old Dominion,116, 58.10,   6   6   62.23( 100)    0   0  ,  57.18  119 ,  57.43  121 ,  59.85  104
2014,Ball State,117, 57.72,   5   7   58.69( 128)    0   0  ,  58.36  114 ,  58.51  116 ,  54.06  130
2014,Western Illinois,118, 57.61,   5   7   64.37(  76)    0   0  ,  55.38  130 ,  57.06  124 ,  60.73  101
2014,Bowling Green,119, 57.25,   8   6   59.08( 125)    0   0  ,  55.59  125 ,  56.79  125 ,  59.45  106
2014,Vanderbilt,120, 57.21,   3   9   75.36(  18)    0   3  ,  58.00  116 ,  56.67  126 ,  56.49  123
2014,Fla. International,121, 56.99,   4   8   60.67( 109)    0   0  ,  55.46  127 ,  59.09  111 ,  52.97  138
2014,Richmond,122, 56.76,   9   5   50.38( 170)    0   0  ,  57.45  117 ,  55.24  133 ,  58.47  111
2014,Hawai'i,123, 56.62,   4   9   63.88(  81)    0   0  ,  54.61  136 ,  57.81  118 ,  55.33  127
2014,Charleston Southern,124, 56.56,   8   4   51.75( 158)    0   1  ,  57.04  120 ,  55.58  131 ,  57.24  116
2014,Wake Forest,125, 56.46,   3   9   70.99(  56)    0   0  ,  56.65  122 ,  57.40  122 ,  53.00  137
2014,Wyoming,126, 56.26,   4   8   65.55(  70)    0   2  ,  55.42  128 ,  55.86  129 ,  57.24  117
2014,Montana,127, 56.17,   9   5   49.15( 176)    0   0  ,  55.10  131 ,  56.17  128 ,  56.49  122
2014,Louisiana-Monroe,128, 56.06,   4   8   63.37(  86)    0   0  ,  57.45  118 ,  57.22  123 ,  50.47  153
2014,South Alabama,129, 56.00,   6   7   61.05( 107)    0   1  ,  55.60  124 ,  56.42  127 ,  54.48  129
2014,James Madison,130, 55.47,   9   4   49.18( 175)    0   0  ,  55.07  133 ,  54.74  138 ,  56.68  120
2014,Eastern Illinois,131, 55.28,   5   7   51.88( 155)    0   0  ,  56.52  123 ,  57.44  120 ,  47.39  166
2014,New Mexico,132, 55.11,   4   8   62.83(  93)    0   0  ,  53.36  142 ,  55.59  130 ,  55.13  128
2014,Northwestern State,133, 54.91,   6   6   54.32( 143)    0   1  ,  55.49  126 ,  55.05  136 ,  52.84  141
2014,Akron,134, 54.88,   5   7   55.72( 138)    0   0  ,  54.05  139 ,  57.62  119 ,  48.28  162
2014,Ohio,135, 54.88,   6   6   58.75( 127)    0   0  ,  54.50  137 ,  55.23  134 ,  53.48  135
2014,Texas-San Antonio,136, 54.32,   4   8   63.57(  84)    0   0  ,  54.82  134 ,  53.95  142 ,  53.57  134
2014,Central Arkansas,137, 54.07,   6   6   51.70( 160)    0   0  ,  54.80  135 ,  54.35  139 ,  51.46  150
2014,Dartmouth,138, 53.91,   8   2   39.31( 225)    0   0  ,  51.11  158 ,  51.03  157 ,  63.22   90
2014,Florida Atlantic,139, 53.82,   3   9   63.33(  90)    0   1  ,  55.41  129 ,  54.08  141 ,  50.15  154
2014,Southern Miss,140, 53.61,   3   9   66.83(  67)    0   2  ,  54.42  138 ,  53.07  146 ,  52.86  140
2014,Buffalo,141, 53.57,   5   6   52.62( 151)    0   1  ,  53.48  141 ,  55.15  135 ,  48.84  160
2014,Tulane,142, 53.29,   3   9   68.40(  66)    0   0  ,  52.39  148 ,  54.08  140 ,  51.53  147
2014,Cal Poly-SLO,143, 53.10,   7   5   47.45( 184)    0   0  ,  52.90  146 ,  53.13  144 ,  52.27  145
2014,North Texas,144, 52.96,   4   8   59.26( 121)    0   0  ,  51.85  152 ,  54.82  137 ,  48.85  159
2014,Montana State,145, 52.84,   8   5   51.74( 159)    0   0  ,  52.67  147 ,  52.08  151 ,  53.83  131
2014,Wofford,146, 52.77,   6   5   51.79( 156)    0   0  ,  53.64  140 ,  55.27  132 ,  44.17  180
2014,South Florida,147, 52.74,   4   8   64.57(  75)    0   0  ,  55.08  132 ,  51.65  153 ,  51.28  151
2014,Bryant,148, 52.65,   8   3   44.43( 203)    0   0  ,  51.92  151 ,  52.13  149 ,  53.75  133
2014,McNeese State,149, 52.56,   6   5   48.65( 179)    0   0  ,  53.32  143 ,  53.12  145 ,  49.19  157
2014,Western Carolina,150, 52.50,   7   5   53.28( 148)    0   1  ,  53.31  144 ,  52.75  147 ,  49.85  156
